latitude,longitude,area_in_meters,confidence,full_plus_code,Country,Province,State,County,Municipality,City,Suburb,Type,AddressType,Amenity,OSM_Type,OSM_ID,Building_material,Roof_materials,Surface,geometry,height_net,height_gross,vol_2025,vol_2030,pop_2025,pop_2030
-26.25748868,27.86991267,337.7436,0.9535,5G59PVV9+2X3C,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Soweto,Johannesburg Ward 34,school,amenity,,way,329560310.0,,,,POINT (27.86991267 -26.25748868),7.658444881439209,3.360165596008301,33598.0,33598.0,118.87898254394531,128.17953491210938
-28.26159235,26.81563037,331.7068,0.9596,5G38PRQ8+9766,South Africa,,Free State,Lejweleputswa District Municipality,,Masilonyana Local Municipality,Masilonyana Ward 6,unclassified,road,,way,739758058.0,,,gravel,POINT (26.81563037 -28.26159235),2.5,0.20033249258995056,2010.0,2010.0,10.311245918273926,9.977078437805176
-26.21602982,28.32805976,1189.6504,0.9647,5G5CQ8MH+H6MX,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Ekurhuleni Ward 73,unclassified,road,,way,35328480.0,,,asphalt,POINT (28.32805976 -26.21602982),8.888421058654785,4.260628700256348,42638.0,42638.0,2.6083123683929443,2.792487621307373
-26.97494642,27.76641917,864.8534,0.9543,5G592QG8+2HF3,South Africa,,Free State,Fezile Dabi District Municipality,,Ngwathe Local Municipality,Ngwathe Ward 18,residential,road,,way,817079649.0,,,unpaved,POINT (27.76641917 -26.97494642),2.5,0.40291500091552734,4028.0,4028.0,2.367025375366211,2.1685032844543457
-27.86375587,25.91806644,568.7992,0.96,5G474WP9+F6WJ,South Africa,,Free State,Lejweleputswa District Municipality,,Tswelopele Local Municipality,Tswelopele Ward 5,residential,road,,way,792976719.0,,,,POINT (25.91806644 -27.86375587),2.5,0.4651700258255005,4805.0,4805.0,2.6573572158813477,2.1843960285186768
-29.13711331,26.20568066,1761.1189,0.9523,5G28V674+573H,South Africa,,Free State,Mangaung Metropolitan Municipality,,Bloemfontein,Erlichpark,supermarket,shop,,node,1815758377.0,,,,POINT (26.20568066 -29.13711331),9.318937301635742,3.5563676357269287,35561.0,35561.0,14.060169219970703,14.204997062683105
-27.97500355,26.72840943,454.3928,0.9515,5G482PFH+X9VR,South Africa,,Free State,Lejweleputswa District Municipality,,Welkom,Jim Fouche Park,residential,road,,way,111313365.0,,,asphalt,POINT (26.72840943 -27.97500355),6.983163833618164,3.105182409286499,31040.0,31040.0,16.34564781188965,15.816198348999023
-26.09065216,28.46999935,949.7564,0.9527,5G5CWF59+PXQX,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Ekurhuleni Ward 26,parking,amenity,,way,139421578.0,,,,POINT (28.46999935 -26.09065216),2.5,0.403362512588501,5503.0,5503.0,4.088067054748535,4.217217445373535
-27.99268544,26.86296693,1250.6718,0.9581,5G482V47+W5GH,South Africa,,Free State,Lejweleputswa District Municipality,,Matjhabeng Local Municipality,Matjhabeng Ward 13,residential,road,,way,768562425.0,,,,POINT (26.86296693 -27.99268544),2.5,0.5870524644851685,5860.0,5860.0,0.9145946502685547,0.8345624208450317
-29.09339913,26.19156758,347.5282,0.953,5G28W54R+JJW2,South Africa,,Free State,Mangaung Metropolitan Municipality,,Bloemfontein,Tempe,residential,road,,way,138299733.0,,,asphalt,POINT (26.19156758 -29.09339913),7.216058731079102,2.885535955429077,28850.0,28850.0,8.104596138000488,7.963810920715332
-26.38844988,27.85519138,446.5593,0.9613,5G59JV64+J3G2,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,,Lenasia South,tertiary,road,,way,123486200.0,,,asphalt,POINT (27.85519138 -26.38844988),6.6669921875,1.0832796096801758,10807.0,10807.0,26.737882614135742,28.82973289489746
-26.24591537,28.05717969,249.8981,0.9523,5G5CQ334+JVM9,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,City of Johannesburg Metropolitan Municipality,Johannesburg,Rosettenville,residential,road,,way,160933515.0,,,asphalt,POINT (28.05717969 -26.24591537),7.514800071716309,3.2273736000061035,32276.0,32276.0,149.9019317626953,161.62957763671875
-26.63661576,27.93368043,1362.9378,0.9579,5G599W7M+9F39,South Africa,,Gauteng,Sedibeng District Municipality,,Emfuleni Local Municipality,Waldrif,primary,road,,way,165777224.0,,,asphalt,POINT (27.93368043 -26.63661576),4.932530403137207,0.5798584222793579,5791.0,5791.0,6.640073299407959,7.076371192932129
-26.26351905,28.18648345,7198.5459,0.9508,5G5CP5PP+HHX7,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Estera,works,man_made,,way,770101531.0,,,,POINT (28.18648345 -26.26351905),12.712409019470215,5.153280258178711,51600.0,51600.0,0.5788856744766235,0.6207706928253174
-29.39183211,26.23294239,385.1232,0.9571,5G28J65M+758J,South Africa,,Free State,Mangaung Metropolitan Municipality,,,Mangaung Ward 18,unclassified,road,,way,143013392.0,,,asphalt,POINT (26.23294239 -29.39183211),2.5,0.24314750730991364,2440.0,2440.0,0.9550955295562744,0.9161328673362732
-26.56391035,27.94357505,522.7981,0.9526,5G59CWPV+CCPF,South Africa,,Gauteng,Sedibeng District Municipality,,Emfuleni Local Municipality,Roshnee,residential,road,,way,195799402.0,,,asphalt,POINT (27.94357505 -26.56391035),5.365595817565918,1.1605032682418823,11606.0,11606.0,19.677839279174805,20.970808029174805
-25.93806781,27.48304638,865.9041,0.9546,5G693F6M+Q6F7,South Africa,,North West,Bojanala Platinum District Municipality,,Rustenburg Local Municipality,Rustenburg Ward 36,primary,road,,way,55807467.0,,,asphalt,POINT (27.48304638 -25.93806781),2.5,1.223982572555542,13053.0,13053.0,12.511496543884277,11.606586456298828
-25.7529341,28.18319595,934.219,0.95,5G6C65WM+R7GM,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,Pretoria,Salvokop,government,office,,way,692615617.0,,,,POINT (28.18319595 -25.7529341),13.38137149810791,6.569129467010498,65689.0,65689.0,43.346221923828125,42.8160285949707
-26.18743325,28.39458104,557.2245,0.9557,5G5CR97V+2RGP,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Ekurhuleni Ward 73,residential,road,,way,209093456.0,,,,POINT (28.39458104 -26.18743325),7.744920253753662,4.143214702606201,41389.0,41389.0,189.50674438476562,203.36013793945312
-26.10266841,27.77713396,484.0959,0.9555,5G59VQWG+WVJ7,South Africa,,Gauteng,West Rand District Municipality,,Krugersdorp,Olivanna,stadium,leisure,,way,413691137.0,,,,POINT (27.77713396 -26.10266841),9.308124542236328,1.3670748472213745,13711.0,13711.0,3.5478997230529785,3.6574676036834717
-25.84208138,28.10580251,997.1683,0.9528,5G6C5454+587P,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,Tshwane Ward 70,unclassified,road,,way,5048373.0,,,asphalt,POINT (28.10580251 -25.84208138),8.989300727844238,4.607942581176758,46124.0,46124.0,0.8038601279258728,0.79402756690979
-26.82912562,26.00253739,3152.4746,0.9538,5G5852C3+82VR,South Africa,,North West,Ngaka Modiri Molema District Municipality,,Tswaing Local Municipality,Tswaing Ward 12,secondary,road,,way,158807267.0,,,asphalt,POINT (26.00253739 -26.82912562),2.5,0.05689749866724014,568.0,568.0,0.721506655216217,0.6986479163169861
-26.70576547,27.08669046,687.4406,0.9615,5G5973VP+MMW6,South Africa,,North West,Potchefstroom,,Tlokwe Local Municipality,Tlokwe Ward 15,tertiary,road,,way,24155611.0,,,asphalt,POINT (27.08669046 -26.70576547),5.463120460510254,1.6601932048797607,16734.0,16734.0,6.8818559646606445,7.189528465270996
-25.72704385,28.327226,737.28,0.9518,5G6C78FG+5VQ6,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,Tshwane Ward 43,unclassified,road,,way,4276929.0,,,asphalt,POINT (28.327226 -25.72704385),8.556378364562988,4.269359111785889,42722.0,42722.0,0.41107839345932007,0.3815500736236572
-27.00830217,27.78370858,1434.0681,0.9537,5G49XQRM+MFGW,South Africa,,Free State,Fezile Dabi District Municipality,,Ngwathe Local Municipality,Ngwathe Ward 1,residential,road,,way,804211477.0,,,,POINT (27.78370858 -27.00830217),2.5,0.9388325214385986,10325.0,10325.0,9.880175590515137,7.605902671813965
-25.81156796,28.17829807,1264.0199,0.9554,5G6C55QH+98F8,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,Pretoria,Tshwane Ward 66,secondary,road,,way,65582289.0,,,asphalt,POINT (28.17829807 -25.81156796),2.557666063308716,0.6132771372795105,6123.0,6123.0,0.0,0.0
-25.72773272,28.32590011,1668.5092,0.9524,5G6C78CG+W92Q,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,Tshwane Ward 43,unclassified,road,,way,4276929.0,,,asphalt,POINT (28.32590011 -25.72773272),8.654825210571289,3.698760509490967,36999.0,36999.0,0.602629542350769,0.5593418478965759
-26.12180195,27.46565973,1987.5661,0.9593,5G59VFH8+77FR,South Africa,,Gauteng,West Rand District Municipality,,Merafong City Local Municipality,Merafong City Ward 1,unclassified,road,,way,760149011.0,,,,POINT (27.46565973 -26.12180195),2.5,0.4621250033378601,4620.0,4620.0,7.317768573760986,6.57051944732666
-29.85403808,24.54237409,949.463,0.9577,5G264GWR+9WQH,South Africa,,Northern Cape,Pixley ka Seme District Municipality,,Renosterberg Local Municipality,Renosterberg Ward 4,unclassified,road,,way,698715142.0,,,dirt,POINT (24.54237409 -29.85403808),2.5,0.4352549910545349,4355.0,4355.0,0.5945315957069397,0.5962905883789062
-27.2699242,25.83181839,559.7906,0.9584,5G47PRJJ+2PP2,South Africa,,North West,Dr Kenneth Kaunda District Municipality,,Maquassi Hills Local Municipality,Maquassi Hills Ward 10,unclassified,road,,way,141371990.0,,,unpaved,POINT (25.83181839 -27.2699242),2.5,0.21076498925685883,2123.0,2123.0,3.8903019428253174,3.5614259243011475
-25.87049937,27.62276271,520.7859,0.9504,5G694JHF+R423,South Africa,,Gauteng,West Rand District Municipality,,Mogale City Local Municipality,Mogale City Ward 32,unclassified,road,,way,59846945.0,,,gravel,POINT (27.62276271 -25.87049937),2.5,0.6850075125694275,6838.0,6838.0,6.335651397705078,5.77658224105835
-27.31348768,25.96546943,363.4275,0.9524,5G47MXP8+J55C,South Africa,,North West,Dr Kenneth Kaunda District Municipality,,Maquassi Hills Local Municipality,Lebaleng,unclassified,road,,way,777083827.0,,,,POINT (25.96546943 -27.31348768),2.5,0.2536025047302246,2635.0,2635.0,2.6024487018585205,2.2897439002990723
-26.17208329,28.22895817,3108.3052,0.9594,5G5CR6HH+5H8P,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Hughes Exts,unclassified,road,,way,122617965.0,,,asphalt,POINT (28.22895817 -26.17208329),11.246033668518066,4.001204013824463,39991.0,39991.0,2.194154739379883,2.378361940383911
-30.09450995,28.64490778,667.91,0.9538,4GXCWJ4V+5XVJ,,,,,,,,,,,,,,,,POINT (28.64490778 -30.09450995),3.151996374130249,1.2023857831954956,12031.0,12031.0,44.229434967041016,43.99785232543945
-26.38893518,28.47579755,1494.5361,0.9508,5G5CJF6G+C8FG,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Sub-Nigel,unclassified,road,,way,32254268.0,,,,POINT (28.47579755 -26.38893518),7.8981499671936035,3.4714739322662354,34689.0,34689.0,0.0,0.0
-25.74536788,28.15052173,724.0559,0.9541,5G6C7532+V628,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,Pretoria,Pretoria-West,residential,road,,way,4602203.0,,,asphalt,POINT (28.15052173 -25.74536788),6.70623779296875,2.9545938968658447,30165.0,30165.0,47.4061279296875,46.826271057128906
-28.7447568,24.73095141,1126.6983,0.9579,5G367P4J+39WM,South Africa,,Northern Cape,Frances Baard District Municipality,,Kimberley,Lindene,tertiary,road,,way,633012019.0,,,asphalt,POINT (24.73095141 -28.7447568),6.416371822357178,2.4669601917266846,27295.0,27295.0,27.90237045288086,30.716753005981445
-29.08375831,26.27967883,575.1164,0.955,5G28W78H+FVVP,South Africa,,Free State,Mangaung Metropolitan Municipality,,Bloemfontein,Mangaung Ward 44,residential,road,,way,771684700.0,,,asphalt,POINT (26.27967883 -29.08375831),2.5,0.6031625270843506,8350.0,8350.0,6.707670211791992,6.533794403076172
-25.87493891,28.1465077,524.088,0.9513,5G6C44GW+2JCC,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,Rooihuiskraal-Noord,residential,road,,way,5031136.0,,,asphalt,POINT (28.1465077 -25.87493891),7.434258937835693,2.8229963779449463,28243.0,28243.0,46.380741119384766,45.81342697143555
-26.26496277,26.18076455,511.5968,0.9591,5G58P5PJ+286F,South Africa,,North West,Ngaka Modiri Molema District Municipality,,Ditsobotla Local Municipality,Ditsobotla Ward 20,tertiary,road,,way,398016152.0,,,unpaved,POINT (26.18076455 -26.26496277),2.5,0.38656750321388245,3863.0,3863.0,9.201820373535156,8.399243354797363
-26.11314837,28.0568304,586.6631,0.9525,5G5CV3P4+PPW4,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,City of Johannesburg Metropolitan Municipality,Johannesburg,Inanda,residential,road,,way,5005708.0,,,asphalt,POINT (28.0568304 -26.11314837),12.180529594421387,4.133243560791016,41316.0,41316.0,7.538243293762207,8.12800121307373
-26.20007272,28.06298143,254.8523,0.9504,5G5CQ3X7+X5H3,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,City of Johannesburg Metropolitan Municipality,Johannesburg,Troyeville,residential,road,,way,34653995.0,,,asphalt,POINT (28.06298143 -26.20007272),14.631505966186523,7.585046291351318,75864.0,75864.0,5.66444206237793,6.107602119445801
-25.8643659,28.45361288,1159.1532,0.959,5G6C4FP3+7C58,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,Tshwane Ward 101,unclassified,road,,way,28318839.0,,,unpaved,POINT (28.45361288 -25.8643659),2.5,0.7590975165367126,10513.0,10513.0,6.765818119049072,6.974339008331299
-26.99484058,28.12644939,796.8997,0.9632,5G5C244G+3H87,South Africa,,Free State,Fezile Dabi District Municipality,,Metsimaholo Local Municipality,Metsimaholo Ward 5,residential,road,,way,817098149.0,,,,POINT (28.12644939 -26.99484058),2.5,0.19649000465869904,1965.0,1965.0,0.6431702971458435,0.5918034315109253
-28.40382897,28.40545795,1898.7861,0.9659,5G3CHCW4+F58W,South Africa,,Free State,Thabo Mofutsanyana District Municipality,,Dihlabeng Local Municipality,Dihlabeng Ward 11,residential,road,,way,826419898.0,,,,POINT (28.40545795 -28.40382897),2.5,1.056915044784546,10565.0,10565.0,12.345672607421875,11.203699111938477
-25.95766837,28.31673305,330.6437,0.9528,5G6C28R8+WMQ7,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Ekurhuleni Ward 89,residential,road,,way,738130130.0,,,,POINT (28.31673305 -25.95766837),2.5,0.061822496354579926,638.0,638.0,0.6025161743164062,0.6233233213424683
-27.31619273,23.3407337,211.5761,0.9504,5G45M8MR+G7H7,South Africa,,Northern Cape,John Taolo Gaetsewe District Municipality,,Ga-Segonyana Local Municipality,Ga-Segonyana Ward 10,residential,road,,way,1001642566.0,,,,POINT (23.3407337 -27.31619273),5.529291152954102,2.1398465633392334,21426.0,21426.0,43.950679779052734,47.27128219604492
-26.23329555,28.11351547,1230.7947,0.9506,5G5CQ487+MCJ3,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,City of Johannesburg Metropolitan Municipality,Johannesburg,Rosherville,research_institute,amenity,,way,765680643.0,,,,POINT (28.11351547 -26.23329555),10.84557056427002,7.191166400909424,71841.0,71841.0,5.628571033477783,6.011778354644775
-27.9108736,28.27550105,701.0229,0.954,5G4C37QG+M622,South Africa,,Free State,Thabo Mofutsanyana District Municipality,,Nketoana Local Municipality,Nketoana Ward 5,tertiary,road,,way,1113712157.0,,,gravel,POINT (28.27550105 -27.9108736),2.5,0.14830249547958374,1500.0,1500.0,2.3771815299987793,1.9775842428207397
-29.12681624,26.22524612,346.9871,0.9544,5G28V6FG+73H9,South Africa,,Free State,Mangaung Metropolitan Municipality,,Bloemfontein,Bloemfontein CBD,service,road,,way,639842094.0,,,asphalt,POINT (26.22524612 -29.12681624),8.317892074584961,2.921027421951294,29196.0,29196.0,9.521180152893066,9.619253158569336
-28.6459828,24.72021345,552.9654,0.9532,5G369P3C+J34Q,South Africa,,Northern Cape,Frances Baard District Municipality,,Sol Plaatje Local Municipality,Sol Plaatje Ward 29,barracks,military,,way,395769641.0,,,,POINT (24.72021345 -28.6459828),3.8609583377838135,1.1365966796875,11367.0,11367.0,4.162077903747559,4.496667861938477
-32.05788836,27.90165849,459.0916,0.9506,4GV9WWR2+RMVC,South Africa,,Eastern Cape,Chris Hani District Municipality,,Intsika Yethu Local Municipality,Phakamisciko,tertiary,road,,way,822462189.0,,,unpaved,POINT (27.90165849 -32.05788836),2.5,0.4593049883842468,6030.0,6030.0,13.908906936645508,12.856156349182129
-25.93388624,28.39604664,483.5576,0.9612,5G6C398W+CCVF,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Ekurhuleni Ward 25,residential,road,,way,28318612.0,,,unpaved,POINT (28.39604664 -25.93388624),2.5,0.015375000424683094,213.0,213.0,0.39222726225852966,0.383011132478714
-27.87558832,26.68138107,1115.2653,0.97,5G484MFJ+QH6C,South Africa,,Free State,Lejweleputswa District Municipality,,Matjhabeng Local Municipality,Ou Dorp,residential,road,,way,111222116.0,,,asphalt,POINT (26.68138107 -27.87558832),7.6117353439331055,3.2481863498687744,32479.0,32479.0,14.675971031188965,14.174612045288086
-27.20101536,26.96696435,767.6238,0.9594,5G48QXX8+HQW9,South Africa,,Free State,Fezile Dabi District Municipality,,Moqhaka Local Municipality,Moqhaka Ward 22,residential,road,,way,776756446.0,,,,POINT (26.96696435 -27.20101536),2.5183470249176025,0.4002862274646759,4135.0,4135.0,0.7121615409851074,0.7079592943191528
-27.99197936,26.86276087,447.4139,0.959,5G482V57+642V,South Africa,,Free State,Lejweleputswa District Municipality,,Matjhabeng Local Municipality,Matjhabeng Ward 13,residential,road,,way,1018261748.0,,,,POINT (26.86276087 -27.99197936),2.5,0.8602049946784973,8603.0,8603.0,1.3427060842514038,1.2252116203308105
-26.13907721,28.27803995,288.7563,0.9522,5G5CV76H+967V,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Atlasville,unclassified,road,,way,169406782.0,,,asphalt,POINT (28.27803995 -26.13907721),2.5652761459350586,0.21433909237384796,3207.0,3207.0,0.0,0.0
-26.04940369,27.8017115,8227.1151,0.9624,5G59XR22+6MPX,South Africa,,Gauteng,West Rand District Municipality,,Krugersdorp,Mogale City Ward 29,residential,road,,way,133533178.0,,,unpaved,POINT (27.8017115 -26.04940369),6.621364116668701,1.1785696744918823,11766.0,11766.0,10.496999740600586,10.444135665893555
-27.41917166,24.72302557,1042.8045,0.9518,5G46HPJF+86J5,South Africa,,North West,Dr Ruth Segomotsi Mompati District Municipality,,Greater Taung Local Municipality,Greater Taung Ward 5,residential,road,,way,209445665.0,,,,POINT (24.72302557 -27.41917166),3.7216532230377197,1.5179060697555542,15169.0,15169.0,15.719231605529785,15.914634704589844
-29.66656551,22.74954129,1101.6052,0.9504,5G248PMX+9RF7,South Africa,,Northern Cape,Pixley ka Seme District Municipality,,Siyathemba Local Municipality,Siyathemba Ward 4,residential,road,,way,765224838.0,,,asphalt,POINT (22.74954129 -29.66656551),7.463196754455566,3.377342939376831,33749.0,33749.0,24.68857192993164,25.69898223876953
-29.01511723,26.1391712,297.6909,0.9514,5G28X4MQ+XM37,South Africa,,Free State,Mangaung Metropolitan Municipality,,Bloemfontein,Mangaung Ward 48,unclassified,road,,way,102594737.0,,,,POINT (26.1391712 -29.01511723),2.5,0.1307075023651123,1323.0,1323.0,1.0824391841888428,1.0189478397369385
-26.69561533,27.09556138,820.0839,0.9566,5G59833W+Q639,South Africa,,North West,Dr Kenneth Kaunda District Municipality,,Tlokwe Local Municipality,Cachet,post_office,amenity,,node,1746571320.0,,,,POINT (27.09556138 -26.69561533),9.271928787231445,3.770939826965332,37709.0,37709.0,52.97697067260742,55.3454475402832
-29.22470173,26.77121085,1041.0548,0.9559,5G28QQGC+4F8W,South Africa,,Free State,Mangaung Metropolitan Municipality,,Botshabelo,Mangaung Ward 30,unclassified,road,,way,798329295.0,,,,POINT (26.77121085 -29.22470173),2.5,0.9602125287055969,9608.0,9608.0,3.9567389488220215,3.770099401473999
-26.25995583,27.93926913,1638.4972,0.9583,5G59PWRQ+2P6P,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,City of Johannesburg Metropolitan Municipality,Johannesburg,Power Park,hospital,amenity,,way,59530128.0,,,,POINT (27.93926913 -26.25995583),23.972517013549805,7.651331901550293,76616.0,76616.0,12.640438079833984,13.390693664550781
-26.17243004,27.80665277,706.666,0.9584,5G59RRH4+2MCQ,South Africa,,Gauteng,West Rand District Municipality,,Krugersdorp,Mogale City Ward 7,hospital,amenity,,way,331334153.0,,,,POINT (27.80665277 -26.17243004),10.610639572143555,3.9618217945098877,39663.0,39663.0,24.915903091430664,25.865854263305664
-25.75451364,28.20878228,710.1053,0.9532,5G6C66W5+5GVC,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,Pretoria,Arcadia,house,place,,node,1295146690.0,,,,POINT (28.20878228 -25.75451364),17.852012634277344,11.271974563598633,112682.0,112682.0,693.8652954101562,685.378173828125
-26.16299677,26.1748937,796.3243,0.9538,5G58R5PF+RX24,South Africa,,North West,Ngaka Modiri Molema District Municipality,,Ditsobotla Local Municipality,Kieserville,yes,shop,,node,9107412866.0,,,,POINT (26.1748937 -26.16299677),8.163729667663574,3.045659065246582,30426.0,30426.0,21.69131088256836,22.307004928588867
-28.41318064,21.2568814,461.7426,0.9543,5G33H7P4+PQCJ,South Africa,,Northern Cape,ZF Mgcawu District Municipality,,Upington,ǁKhara Hais Ward 13,apron,aeroway,,way,5468435.0,,,paved,POINT (21.2568814 -28.41318064),2.5,0.17254500091075897,1723.0,1723.0,0.07481470704078674,0.07261618226766586
-25.81394887,28.33951011,353.0196,0.9528,5G6C58PQ+CRC3,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,The Wilds,residential,road,,way,1012714596.0,,,,POINT (28.33951011 -25.81394887),5.487634181976318,2.256998062133789,22571.0,22571.0,5.001517295837402,5.355001926422119
-26.11121434,28.06031102,1894.2035,0.9535,5G5CV3Q6+G47H,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,City of Johannesburg Metropolitan Municipality,Johannesburg,Inanda,residential,road,,way,726596536.0,,,paved,POINT (28.06031102 -26.11121434),10.151796340942383,4.1896467208862305,41886.0,41886.0,7.642241954803467,8.24013614654541
-28.02770524,23.11030927,917.9431,0.9627,5G35X4C6+W47Q,South Africa,,Northern Cape,ZF Mgcawu District Municipality,,Tsantsabane Local Municipality,Tsantsabane Ward 3,training_area,military,,way,372691497.0,,,,POINT (23.11030927 -28.02770524),3.1449291706085205,1.1706023216247559,11705.0,11705.0,1.4747060537338257,1.452210545539856
-25.79699648,27.93078108,1130.392,0.9536,5G696W3J+6825,South Africa,,North West,Bojanala Platinum District Municipality,,Madibeng Local Municipality,Pelindaba,unclassified,road,,way,142540449.0,,,,POINT (27.93078108 -25.79699648),2.5,0.6729674935340881,6735.0,6735.0,0.04254312068223953,0.04445799067616463
-32.86381833,27.40278732,1017.2836,0.9662,4GV94CP3+F4F6,South Africa,,Eastern Cape,Buffalo City Metropolitan Municipality,,,Reservoir Hill,residential,road,,way,876496940.0,,,asphalt,POINT (27.40278732 -32.86381833),2.5,0.05539499968290329,570.0,570.0,0.3182705044746399,0.2991131842136383
-29.77581558,24.44350269,576.0157,0.9547,5G266CFV+MCC6,South Africa,,Free State,Xhariep District Municipality,,Letsemeng Local Municipality,Letsemeng Ward 1,tertiary,road,,way,113940934.0,,,unpaved,POINT (24.44350269 -29.77581558),2.5,0.06616999953985214,668.0,668.0,0.7452816963195801,0.678628146648407
-26.49904003,27.93368642,538.6936,0.9501,5G59GW2M+9FM9,South Africa,,Gauteng,Sedibeng District Municipality,,Midvaal Local Municipality,Ohinimuri,primary,road,,way,160782533.0,,,asphalt,POINT (27.93368642 -26.49904003),2.765326499938965,1.0204330682754517,10218.0,10218.0,11.442030906677246,11.604447364807129
-29.11256896,26.22966014,2756.3621,0.9714,5G28V6PH+XVF6,South Africa,,Free State,Mangaung Metropolitan Municipality,,Bloemfontein,Bloemfontein CBD,residential,road,,way,118691547.0,,,asphalt,POINT (26.22966014 -29.11256896),10.936176300048828,5.253170490264893,52526.0,52526.0,23.418598175048828,23.659822463989258
-26.27061141,27.89257679,507.5768,0.9502,5G59PVHV+Q24F,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Soweto,Pimville,educational_institution,office,,node,9315288606.0,,,,POINT (27.89257679 -26.27061141),7.008271217346191,3.6940386295318604,36948.0,36948.0,185.21493530273438,199.70529174804688
-26.32759348,27.8744315,3335.7051,0.9654,5G59MVCF+XQ79,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,,Johannesburg Ward 122,hardware,shop,,way,997390426.0,,,,POINT (27.8744315 -26.32759348),3.6584107875823975,1.4097869396209717,14103.0,14103.0,35.00227737426758,32.658287048339844
-29.1864667,27.44912134,705.2548,0.9542,5G29RC7X+CJ99,South Africa,,Free State,Thabo Mofutsanyana District Municipality,,Mantsopa Local Municipality,Mantsopa Ward 7,tertiary,road,,way,778001470.0,,,gravel,POINT (27.44912134 -29.1864667),4.602933883666992,0.8529697060585022,8543.0,8543.0,1.9672733545303345,1.8927979469299316
-29.03261505,26.15366005,408.7891,0.956,5G28X583+XF36,South Africa,,Free State,Mangaung Metropolitan Municipality,,Bloemfontein,Mangaung Ward 48,hangar,aeroway,,way,130148080.0,,,,POINT (26.15366005 -29.03261505),2.5,0.9010624885559082,9675.0,9675.0,5.112333297729492,4.791162490844727
-28.44038748,21.23452523,3919.8341,0.9533,5G33H65M+RRRH,South Africa,,Northern Cape,ZF Mgcawu District Municipality,,ǁKhara Hais Local Municipality,ǁKhara Hais Ward 8,unclassified,road,,way,742480426.0,,,,POINT (21.23452523 -28.44038748),7.772505283355713,3.761869192123413,37634.0,37634.0,0.2555420994758606,0.2643584609031677
-26.97462302,26.74260126,332.0182,0.9511,5G582PGV+5252,South Africa,,Free State,Fezile Dabi District Municipality,,Moqhaka Local Municipality,Moqhaka Ward 24,residential,road,,way,142449719.0,,,paved,POINT (26.74260126 -26.97462302),2.5,0.9018349647521973,9013.0,9013.0,11.513850212097168,11.459735870361328
-26.23941962,27.91508142,426.7342,0.9548,5G59QW68+62P8,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Soweto,Johannesburg Ward 39,unclassified,road,,way,101982864.0,,,asphalt,POINT (27.91508142 -26.23941962),7.590257167816162,3.2943007946014404,33086.0,33086.0,46.26338577270508,49.8828239440918
-26.80414229,27.85538525,1913.0094,0.9567,5G595VW4+85R7,South Africa,,Free State,Fezile Dabi District Municipality,,Metsimaholo Local Municipality,Metsimaholo Ward 7,storage_tank,man_made,,way,759347182.0,,,,POINT (27.85538525 -26.80414229),10.292709350585938,4.868122100830078,48664.0,48664.0,0.0,0.0
-26.42318061,28.0733161,17371.08,0.9658,5G5CH3GF+P8GJ,South Africa,,Gauteng,Sedibeng District Municipality,,Midvaal Local Municipality,Midvaal Ward 5,unclassified,road,,way,540706001.0,,,,POINT (28.0733161 -26.42318061),2.9018962383270264,1.0063166618347168,10511.0,10511.0,8.412558555603027,8.443819999694824
